name,year_period,year,recclass,continent,country,mass_cleaned,mass_bin,recclass_clean,fall,reclat,reclong
Asuka 87288,20th Century,1987.0,H4,Antarctica,Antarctica,21.26,10-100g,H4,Found,-72.0,26.0
Asuka 87289,20th Century,1987.0,H3,Antarctica,Antarctica,46.79,10-100g,H3,Found,-72.0,26.0
Asuka 87290,20th Century,1987.0,H5,Antarctica,Antarctica,20.64,10-100g,H5,Found,-72.0,26.0
Asuka 87291,20th Century,1987.0,H5,Antarctica,Antarctica,154.59,100-1kg,H5,Found,-72.0,26.0
Asuka 87292,20th Century,1987.0,H5,Antarctica,Antarctica,11.85,10-100g,H5,Found,-72.0,26.0
Asuka 87296,20th Century,1987.0,H3,Antarctica,Antarctica,17.64,10-100g,H3,Found,-72.0,26.0
Asuka 87299,20th Century,1987.0,H3,Antarctica,Antarctica,14.79,10-100g,H3,Found,-72.0,26.0
Asuka 87300,20th Century,1987.0,H3,Antarctica,Antarctica,27.87,10-100g,H3,Found,-72.0,26.0
Asuka 87307,20th Century,1987.0,H4,Antarctica,Antarctica,59.37,10-100g,H4,Found,-72.0,26.0
Asuka 87308,20th Century,1987.0,H5,Antarctica,Antarctica,6060.0,1-10kg,H5,Found,-72.0,26.0
Asuka 87309,20th Century,1987.0,L6,Antarctica,Antarctica,189.36,100-1kg,L6,Found,-72.0,26.0
Asuka 87310,20th Century,1987.0,H4,Antarctica,Antarctica,13.6,10-100g,H4,Found,-72.0,26.0
Asuka 87311,20th Century,1987.0,H4,Antarctica,Antarctica,101.42,100-1kg,H4,Found,-72.0,26.0
Asuka 87312,20th Century,1987.0,L4,Antarctica,Antarctica,509.58,100-1kg,L4,Found,-72.0,26.0
Asuka 87313,20th Century,1987.0,L6,Antarctica,Antarctica,32.56,10-100g,L6,Found,-72.0,26.0
Asuka 87315,20th Century,1987.0,H4,Antarctica,Antarctica,19.71,10-100g,H4,Found,-72.0,26.0
Asuka 87316,20th Century,1987.0,H6,Antarctica,Antarctica,24.98,10-100g,H6,Found,-72.0,26.0
Asuka 87317,20th Century,1987.0,H6,Antarctica,Antarctica,211.13,100-1kg,H6,Found,-72.0,26.0
Asuka 87318,20th Century,1987.0,L3,Antarctica,Antarctica,172.2,100-1kg,L3,Found,-72.0,26.0
Asuka 87319,20th Century,1987.0,L3.1,Antarctica,Antarctica,650.84,100-1kg,L3,Found,-72.0,26.0
Asuka 87320,20th Century,1987.0,H5,Antarctica,Antarctica,381.64,100-1kg,H5,Found,-72.0,26.0
Asuka 87321,20th Century,1987.0,L6,Antarctica,Antarctica,114.88,100-1kg,L6,Found,-72.0,26.0
Asuka 87322,20th Century,1987.0,H5,Antarctica,Antarctica,65.38,10-100g,H5,Found,-72.0,26.0
Asuka 87323,20th Century,1987.0,H5,Antarctica,Antarctica,169.33,100-1kg,H5,Found,-72.0,26.0
Asuka 87324,20th Century,1987.0,H3,Antarctica,Antarctica,24.58,10-100g,H3,Found,-72.0,26.0
Asuka 87325,20th Century,1987.0,H5,Antarctica,Antarctica,270.36,100-1kg,H5,Found,-72.0,26.0
Asuka 87326,20th Century,1987.0,H5,Antarctica,Antarctica,150.84,100-1kg,H5,Found,-72.0,26.0
Asuka 87327,20th Century,1987.0,L6,Antarctica,Antarctica,88.9,10-100g,L6,Found,-72.0,26.0
Asuka 87328,20th Century,1987.0,H4,Antarctica,Antarctica,544.26,100-1kg,H4,Found,-72.0,26.0
Asuka 87329,20th Century,1987.0,H4,Antarctica,Antarctica,203.2,100-1kg,H4,Found,-72.0,26.0
Asuka 87330,20th Century,1987.0,H4,Antarctica,Antarctica,467.39,100-1kg,H4,Found,-72.0,26.0
Asuka 87331,20th Century,1987.0,H5,Antarctica,Antarctica,914.24,100-1kg,H5,Found,-72.0,26.0
Asuka 87332,20th Century,1987.0,H4,Antarctica,Antarctica,483.25,100-1kg,H4,Found,-72.0,26.0
Asuka 87333,20th Century,1987.0,H4,Antarctica,Antarctica,187.2,100-1kg,H4,Found,-72.0,26.0
Asuka 87334,20th Century,1987.0,H4,Antarctica,Antarctica,637.91,100-1kg,H4,Found,-72.0,26.0
Asuka 87335,20th Century,1987.0,H4,Antarctica,Antarctica,38.72,10-100g,H4,Found,-72.0,26.0
Asuka 87336,20th Century,1987.0,H4,Antarctica,Antarctica,386.8,100-1kg,H4,Found,-72.0,26.0
Asuka 87337,20th Century,1987.0,L5,Antarctica,Antarctica,2642.0,1-10kg,L5,Found,-72.0,26.0
Asuka 87338,20th Century,1987.0,H4,Antarctica,Antarctica,524.72,100-1kg,H4,Found,-72.0,26.0
Asuka 87339,20th Century,1987.0,H4,Antarctica,Antarctica,1103.15,1-10kg,H4,Found,-72.0,26.0
Asuka 87340,20th Century,1987.0,H4,Antarctica,Antarctica,127.46,100-1kg,H4,Found,-72.0,26.0
Asuka 87341,20th Century,1987.0,H4,Antarctica,Antarctica,514.79,100-1kg,H4,Found,-72.0,26.0
Asuka 87342,20th Century,1987.0,H4,Antarctica,Antarctica,417.49,100-1kg,H4,Found,-72.0,26.0
Asuka 87344,20th Century,1987.0,CV3,Antarctica,Antarctica,22.18,10-100g,CARBONACEOUS,Found,-72.0,26.0
Asuka 87345,20th Century,1987.0,H4,Antarctica,Antarctica,73.78,10-100g,H4,Found,-72.0,26.0
Asuka 87346,20th Century,1987.0,CO3.3,Antarctica,Antarctica,132.11,100-1kg,CARBONACEOUS,Found,-72.0,26.0
Asuka 87347,20th Century,1987.0,L6,Antarctica,Antarctica,19.59,10-100g,L6,Found,-72.0,26.0
Asuka 87349,20th Century,1987.0,H5,Antarctica,Antarctica,19.36,10-100g,H5,Found,-72.0,26.0
Asuka 87350,20th Century,1987.0,H5,Antarctica,Antarctica,1268.84,1-10kg,H5,Found,-72.0,26.0
Asuka 880036,20th Century,1988.0,L6,Antarctica,Antarctica,14.34,10-100g,L6,Found,-72.0,26.0
Asuka 880042,20th Century,1988.0,L6,Antarctica,Antarctica,10.86,10-100g,L6,Found,-72.0,26.0
Asuka 880055,20th Century,1988.0,L6,Antarctica,Antarctica,11.29,10-100g,L6,Found,-72.0,26.0
Asuka 880067,20th Century,1988.0,H5,Antarctica,Antarctica,61.4,10-100g,H5,Found,-72.0,26.0
Asuka 880068,20th Century,1988.0,H5,Antarctica,Antarctica,37.98,10-100g,H5,Found,-72.0,26.0
Asuka 880069,20th Century,1988.0,H5,Antarctica,Antarctica,43.31,10-100g,H5,Found,-72.0,26.0
Asuka 880070,20th Century,1988.0,H5,Antarctica,Antarctica,100.55,100-1kg,H5,Found,-72.0,26.0
Asuka 880071,20th Century,1988.0,H5,Antarctica,Antarctica,57.45,10-100g,H5,Found,-72.0,26.0
Asuka 880072,20th Century,1988.0,H5,Antarctica,Antarctica,25.67,10-100g,H5,Found,-72.0,26.0
Asuka 880073,20th Century,1988.0,H5,Antarctica,Antarctica,54.97,10-100g,H5,Found,-72.0,26.0
Asuka 880601,20th Century,1988.0,H4,Antarctica,Antarctica,28.71,10-100g,H4,Found,-72.0,26.0
Asuka 880602,20th Century,1988.0,H4,Antarctica,Antarctica,91.36,10-100g,H4,Found,-72.0,26.0
Asuka 880604,20th Century,1988.0,H5,Antarctica,Antarctica,24.19,10-100g,H5,Found,-72.0,26.0
Asuka 880605,20th Century,1988.0,H6,Antarctica,Antarctica,79.2,10-100g,H6,Found,-72.0,26.0
Asuka 880606,20th Century,1988.0,H5,Antarctica,Antarctica,19.15,10-100g,H5,Found,-72.0,26.0
Asuka 880609,20th Century,1988.0,H4,Antarctica,Antarctica,62.11,10-100g,H4,Found,-72.0,26.0
Asuka 880613,20th Century,1988.0,H3.9,Antarctica,Antarctica,190.86,100-1kg,H3,Found,-72.0,26.0
Asuka 880614,20th Century,1988.0,H5,Antarctica,Antarctica,11.94,10-100g,H5,Found,-72.0,26.0
Asuka 880615,20th Century,1988.0,H5,Antarctica,Antarctica,496.51,100-1kg,H5,Found,-72.0,26.0
Asuka 880616,20th Century,1988.0,H6,Antarctica,Antarctica,74.39,10-100g,H6,Found,-72.0,26.0
Asuka 880617,20th Century,1988.0,L6,Antarctica,Antarctica,35.48,10-100g,L6,Found,-72.0,26.0
Asuka 880618,20th Century,1988.0,H4,Antarctica,Antarctica,16.07,10-100g,H4,Found,-72.0,26.0
Asuka 880620,20th Century,1988.0,H3.7,Antarctica,Antarctica,99.57,10-100g,H3,Found,-72.0,26.0
Asuka 880621,20th Century,1988.0,Eucrite-pmict,Antarctica,Antarctica,48.63,10-100g,ACHONDRITE,Found,-72.0,26.0
Asuka 880622,20th Century,1988.0,H4,Antarctica,Antarctica,59.48,10-100g,H4,Found,-72.0,26.0
Asuka 880623,20th Century,1988.0,H5,Antarctica,Antarctica,12.66,10-100g,H5,Found,-72.0,26.0
Asuka 880624,20th Century,1988.0,H3.8,Antarctica,Antarctica,91.68,10-100g,H3,Found,-72.0,26.0
Asuka 880625,20th Century,1988.0,L6,Antarctica,Antarctica,47.26,10-100g,L6,Found,-72.0,26.0
Asuka 880626,20th Century,1988.0,H6,Antarctica,Antarctica,23.58,10-100g,H6,Found,-72.0,26.0
Asuka 880627,20th Century,1988.0,H6,Antarctica,Antarctica,30.6,10-100g,H6,Found,-72.0,26.0
Asuka 880628,20th Century,1988.0,H4,Antarctica,Antarctica,10.63,10-100g,H4,Found,-72.0,26.0
Asuka 880630,20th Century,1988.0,H3,Antarctica,Antarctica,11.72,10-100g,H3,Found,-72.0,26.0
Asuka 880632,20th Century,1988.0,LL6,Antarctica,Antarctica,16.61,10-100g,L6,Found,-72.0,26.0
Asuka 880633,20th Century,1988.0,H4,Antarctica,Antarctica,553.61,100-1kg,H4,Found,-72.0,26.0
Asuka 880634,20th Century,1988.0,H5,Antarctica,Antarctica,41.25,10-100g,H5,Found,-72.0,26.0
Asuka 880635,20th Century,1988.0,H5,Antarctica,Antarctica,14.74,10-100g,H5,Found,-72.0,26.0
Asuka 880636,20th Century,1988.0,H4,Antarctica,Antarctica,149.15,100-1kg,H4,Found,-72.0,26.0
Asuka 880637,20th Century,1988.0,H4,Antarctica,Antarctica,107.84,100-1kg,H4,Found,-72.0,26.0
Asuka 880638,20th Century,1988.0,H4,Antarctica,Antarctica,99.31,10-100g,H4,Found,-72.0,26.0
Asuka 880639,20th Century,1988.0,H4,Antarctica,Antarctica,88.68,10-100g,H4,Found,-72.0,26.0
Asuka 880640,20th Century,1988.0,L6,Antarctica,Antarctica,7.18,1-10g,L6,Found,-72.0,26.0
Asuka 880641,20th Century,1988.0,H3.7,Antarctica,Antarctica,154.23,100-1kg,H3,Found,-72.0,26.0
Asuka 880642,20th Century,1988.0,H4,Antarctica,Antarctica,36.49,10-100g,H4,Found,-72.0,26.0
Asuka 880644,20th Century,1988.0,H4,Antarctica,Antarctica,99.38,10-100g,H4,Found,-72.0,26.0
Asuka 880645,20th Century,1988.0,H4,Antarctica,Antarctica,40.1,10-100g,H4,Found,-72.0,26.0
Asuka 880647,20th Century,1988.0,H4,Antarctica,Antarctica,53.14,10-100g,H4,Found,-72.0,26.0
Asuka 880648,20th Century,1988.0,H4,Antarctica,Antarctica,41.01,10-100g,H4,Found,-72.0,26.0
Asuka 880649,20th Century,1988.0,H4,Antarctica,Antarctica,65.98,10-100g,H4,Found,-72.0,26.0
Asuka 880652,20th Century,1988.0,Diogenite,Antarctica,Antarctica,29.35,10-100g,ACHONDRITE,Found,-72.0,26.0
Asuka 880653,20th Century,1988.0,H4,Antarctica,Antarctica,16.8,10-100g,H4,Found,-72.0,26.0
Asuka 880654,20th Century,1988.0,H4,Antarctica,Antarctica,21.16,10-100g,H4,Found,-72.0,26.0
Asuka 880655,20th Century,1988.0,H4,Antarctica,Antarctica,30.21,10-100g,H4,Found,-72.0,26.0
Asuka 880656,20th Century,1988.0,H4,Antarctica,Antarctica,133.17,100-1kg,H4,Found,-72.0,26.0
Asuka 880658,20th Century,1988.0,H4,Antarctica,Antarctica,34.57,10-100g,H4,Found,-72.0,26.0
Asuka 880659,20th Century,1988.0,L6,Antarctica,Antarctica,83.42,10-100g,L6,Found,-72.0,26.0
Asuka 880660,20th Century,1988.0,L6,Antarctica,Antarctica,11.5,10-100g,L6,Found,-72.0,26.0
Asuka 880661,20th Century,1988.0,H4,Antarctica,Antarctica,128.91,100-1kg,H4,Found,-72.0,26.0
Asuka 880662,20th Century,1988.0,H5,Antarctica,Antarctica,27.64,10-100g,H5,Found,-72.0,26.0
Asuka 880663,20th Century,1988.0,LL6,Antarctica,Antarctica,20.35,10-100g,L6,Found,-72.0,26.0
Asuka 880664,20th Century,1988.0,H6,Antarctica,Antarctica,18.96,10-100g,H6,Found,-72.0,26.0
Asuka 880665,20th Century,1988.0,H5,Antarctica,Antarctica,33.78,10-100g,H5,Found,-72.0,26.0
Asuka 880666,20th Century,1988.0,L4,Antarctica,Antarctica,17.84,10-100g,L4,Found,-72.0,26.0
Asuka 880667,20th Century,1988.0,L6,Antarctica,Antarctica,38.32,10-100g,L6,Found,-72.0,26.0
Asuka 880668,20th Century,1988.0,H4,Antarctica,Antarctica,14.1,10-100g,H4,Found,-72.0,26.0
Asuka 880669,20th Century,1988.0,L6,Antarctica,Antarctica,20.42,10-100g,L6,Found,-72.0,26.0
Asuka 880671,20th Century,1988.0,LL4,Antarctica,Antarctica,20.35,10-100g,L4,Found,-72.0,26.0
Asuka 880672,20th Century,1988.0,H4,Antarctica,Antarctica,19.93,10-100g,H4,Found,-72.0,26.0
Asuka 880673,20th Century,1988.0,H6,Antarctica,Antarctica,18.0,10-100g,H6,Found,-72.0,26.0
Asuka 880674,20th Century,1988.0,H5,Antarctica,Antarctica,18.9,10-100g,H5,Found,-72.0,26.0
Asuka 880675,20th Century,1988.0,H4,Antarctica,Antarctica,385.28,100-1kg,H4,Found,-72.0,26.0
Asuka 880676,20th Century,1988.0,H3.6,Antarctica,Antarctica,112.96,100-1kg,H3,Found,-72.0,26.0
Asuka 880679,20th Century,1988.0,H4,Antarctica,Antarctica,38.78,10-100g,H4,Found,-72.0,26.0
Asuka 880684,20th Century,1988.0,H3.9,Antarctica,Antarctica,60.26,10-100g,H3,Found,-72.0,26.0
Asuka 880685,20th Century,1988.0,H5,Antarctica,Antarctica,42.37,10-100g,H5,Found,-72.0,26.0
Asuka 880686,20th Century,1988.0,H5,Antarctica,Antarctica,22.5,10-100g,H5,Found,-72.0,26.0
Asuka 880688,20th Century,1988.0,L6,Antarctica,Antarctica,19.56,10-100g,L6,Found,-72.0,26.0
Asuka 880691,20th Century,1988.0,CK4,Antarctica,Antarctica,28.77,10-100g,CARBONACEOUS,Found,-72.0,26.0
Asuka 880693,20th Century,1988.0,H5,Antarctica,Antarctica,36.63,10-100g,H5,Found,-72.0,26.0
Asuka 880694,20th Century,1988.0,H4,Antarctica,Antarctica,10.37,10-100g,H4,Found,-72.0,26.0
Asuka 880695,20th Century,1988.0,H3,Antarctica,Antarctica,138.69,100-1kg,H3,Found,-72.0,26.0
Asuka 880698,20th Century,1988.0,H3,Antarctica,Antarctica,12.96,10-100g,H3,Found,-72.0,26.0
Asuka 880700,20th Century,1988.0,H4,Antarctica,Antarctica,327.5,100-1kg,H4,Found,-72.0,26.0
Asuka 880701,20th Century,1988.0,H4,Antarctica,Antarctica,44.31,10-100g,H4,Found,-72.0,26.0
Asuka 880702,20th Century,1988.0,Eucrite,Antarctica,Antarctica,10.52,10-100g,ACHONDRITE,Found,-72.0,26.0
Asuka 880703,20th Century,1988.0,H5,Antarctica,Antarctica,11.88,10-100g,H5,Found,-72.0,26.0
Asuka 880704,20th Century,1988.0,H5,Antarctica,Antarctica,51.64,10-100g,H5,Found,-72.0,26.0
Asuka 880708,20th Century,1988.0,L3.4,Antarctica,Antarctica,33.2,10-100g,L3,Found,-72.0,26.0
Asuka 880709,20th Century,1988.0,H3.7,Antarctica,Antarctica,15.22,10-100g,H3,Found,-72.0,26.0
Asuka 880710,20th Century,1988.0,H3.6,Antarctica,Antarctica,14.67,10-100g,H3,Found,-72.0,26.0
Asuka 880711,20th Century,1988.0,H3.7,Antarctica,Antarctica,59.58,10-100g,H3,Found,-72.0,26.0
Asuka 880712,20th Century,1988.0,L6,Antarctica,Antarctica,111.85,100-1kg,L6,Found,-72.0,26.0
Asuka 880713,20th Century,1988.0,H3.4,Antarctica,Antarctica,16.24,10-100g,H3,Found,-72.0,26.0
Asuka 880715,20th Century,1988.0,H5,Antarctica,Antarctica,1909.25,1-10kg,H5,Found,-72.0,26.0
Asuka 880717,20th Century,1988.0,H6,Antarctica,Antarctica,41.42,10-100g,H6,Found,-72.0,26.0
Asuka 880718,20th Century,1988.0,CK5,Antarctica,Antarctica,30.18,10-100g,CARBONACEOUS,Found,-72.0,26.0
Asuka 880720,20th Century,1988.0,H5,Antarctica,Antarctica,44.29,10-100g,H5,Found,-72.0,26.0
Asuka 880721,20th Century,1988.0,H5,Antarctica,Antarctica,113.2,100-1kg,H5,Found,-72.0,26.0
Asuka 880723,20th Century,1988.0,H5,Antarctica,Antarctica,16.58,10-100g,H5,Found,-72.0,26.0
Asuka 880724,20th Century,1988.0,H3.8,Antarctica,Antarctica,78.23999999999998,10-100g,H3,Found,-72.0,26.0
Asuka 880725,20th Century,1988.0,H6,Antarctica,Antarctica,48.72,10-100g,H6,Found,-72.0,26.0
Asuka 880727,20th Century,1988.0,L6,Antarctica,Antarctica,11.06,10-100g,L6,Found,-72.0,26.0
Asuka 880728,20th Century,1988.0,H4,Antarctica,Antarctica,13.01,10-100g,H4,Found,-72.0,26.0
Asuka 880729,20th Century,1988.0,H3.8,Antarctica,Antarctica,239.61,100-1kg,H3,Found,-72.0,26.0
Asuka 880730,20th Century,1988.0,H4,Antarctica,Antarctica,24.09,10-100g,H4,Found,-72.0,26.0
Asuka 880731,20th Century,1988.0,H6,Antarctica,Antarctica,10.07,10-100g,H6,Found,-72.0,26.0
Asuka 880732,20th Century,1988.0,L6,Antarctica,Antarctica,13.9,10-100g,L6,Found,-72.0,26.0
Asuka 880733,20th Century,1988.0,H3.4,Antarctica,Antarctica,16.73,10-100g,H3,Found,-72.0,26.0
Asuka 880734,20th Century,1988.0,H4,Antarctica,Antarctica,44.19,10-100g,H4,Found,-72.0,26.0
Asuka 880735,20th Century,1988.0,H4,Antarctica,Antarctica,442.46,100-1kg,H4,Found,-72.0,26.0
Asuka 880736,20th Century,1988.0,LL6,Antarctica,Antarctica,16.85,10-100g,L6,Found,-72.0,26.0
Asuka 880737,20th Century,1988.0,H4,Antarctica,Antarctica,47.19,10-100g,H4,Found,-72.0,26.0
Asuka 880738,20th Century,1988.0,L6,Antarctica,Antarctica,40.75,10-100g,L6,Found,-72.0,26.0
Asuka 880740,20th Century,1988.0,H4,Antarctica,Antarctica,22.1,10-100g,H4,Found,-72.0,26.0
Asuka 880741,20th Century,1988.0,H5,Antarctica,Antarctica,29.84,10-100g,H5,Found,-72.0,26.0
Asuka 880742,20th Century,1988.0,H4,Antarctica,Antarctica,37.14,10-100g,H4,Found,-72.0,26.0
Asuka 880743,20th Century,1988.0,H5,Antarctica,Antarctica,37.26,10-100g,H5,Found,-72.0,26.0
Asuka 880744,20th Century,1988.0,H4,Antarctica,Antarctica,154.38,100-1kg,H4,Found,-72.0,26.0
Asuka 880745,20th Century,1988.0,H3,Antarctica,Antarctica,74.09999999999998,10-100g,H3,Found,-72.0,26.0
Asuka 880746,20th Century,1988.0,H3.8,Antarctica,Antarctica,239.71,100-1kg,H3,Found,-72.0,26.0
Asuka 880747,20th Century,1988.0,LL6,Antarctica,Antarctica,246.41,100-1kg,L6,Found,-72.0,26.0
Asuka 880748,20th Century,1988.0,H6,Antarctica,Antarctica,23.49,10-100g,H6,Found,-72.0,26.0
Asuka 880749,20th Century,1988.0,H6,Antarctica,Antarctica,16.66,10-100g,H6,Found,-72.0,26.0
Asuka 880752,20th Century,1988.0,H6,Antarctica,Antarctica,72.01,10-100g,H6,Found,-72.0,26.0
Asuka 880753,20th Century,1988.0,L4,Antarctica,Antarctica,36.29,10-100g,L4,Found,-72.0,26.0
Asuka 880754,20th Century,1988.0,H5,Antarctica,Antarctica,10.36,10-100g,H5,Found,-72.0,26.0
Asuka 880755,20th Century,1988.0,H4,Antarctica,Antarctica,11.9,10-100g,H4,Found,-72.0,26.0
Asuka 880756,20th Century,1988.0,H5,Antarctica,Antarctica,62.37,10-100g,H5,Found,-72.0,26.0
Asuka 880757,20th Century,1988.0,H4,Antarctica,Antarctica,90.28,10-100g,H4,Found,-72.0,26.0
Asuka 880758,20th Century,1988.0,H5,Antarctica,Antarctica,80.84999999999998,10-100g,H5,Found,-72.0,26.0
Asuka 880759,20th Century,1988.0,H5,Antarctica,Antarctica,69.42,10-100g,H5,Found,-72.0,26.0
Asuka 880760,20th Century,1988.0,H5,Antarctica,Antarctica,68.42,10-100g,H5,Found,-72.0,26.0
Asuka 880761,20th Century,1988.0,Eucrite-mmict,Antarctica,Antarctica,65.44,10-100g,ACHONDRITE,Found,-72.0,26.0
Asuka 880762,20th Century,1988.0,H4,Antarctica,Antarctica,155.3,100-1kg,H4,Found,-72.0,26.0
Asuka 880763,20th Century,1988.0,H5,Antarctica,Antarctica,54.73,10-100g,H5,Found,-72.0,26.0
Asuka 880764,20th Century,1988.0,H4,Antarctica,Antarctica,38.36,10-100g,H4,Found,-72.0,26.0
Asuka 880765,20th Century,1988.0,H4,Antarctica,Antarctica,60.09,10-100g,H4,Found,-72.0,26.0
Asuka 880766,20th Century,1988.0,H4,Antarctica,Antarctica,25.24,10-100g,H4,Found,-72.0,26.0
Asuka 880767,20th Century,1988.0,H4,Antarctica,Antarctica,44.01,10-100g,H4,Found,-72.0,26.0
Asuka 880768,20th Century,1988.0,H5,Antarctica,Antarctica,44.63,10-100g,H5,Found,-72.0,26.0
Asuka 880769,20th Century,1988.0,L6,Antarctica,Antarctica,47.67,10-100g,L6,Found,-72.0,26.0
Asuka 880770,20th Century,1988.0,H6,Antarctica,Antarctica,1166.03,1-10kg,H6,Found,-72.0,26.0
Asuka 880771,20th Century,1988.0,H6,Antarctica,Antarctica,35.32,10-100g,H6,Found,-72.0,26.0
Asuka 880772,20th Century,1988.0,L6,Antarctica,Antarctica,69.57,10-100g,L6,Found,-72.0,26.0
Asuka 880773,20th Century,1988.0,H5,Antarctica,Antarctica,55.16,10-100g,H5,Found,-72.0,26.0
Asuka 880774,20th Century,1988.0,L3.7,Antarctica,Antarctica,12.21,10-100g,L3,Found,-72.0,26.0
Asuka 880775,20th Century,1988.0,LL6,Antarctica,Antarctica,30.76,10-100g,L6,Found,-72.0,26.0
Asuka 880776,20th Century,1988.0,H5,Antarctica,Antarctica,153.78,100-1kg,H5,Found,-72.0,26.0
Asuka 880777,20th Century,1988.0,H5,Antarctica,Antarctica,105.15,100-1kg,H5,Found,-72.0,26.0
Asuka 880778,20th Century,1988.0,H5,Antarctica,Antarctica,53.41,10-100g,H5,Found,-72.0,26.0
Asuka 880779,20th Century,1988.0,H5,Antarctica,Antarctica,92.48,10-100g,H5,Found,-72.0,26.0
Asuka 880780,20th Century,1988.0,LL5,Antarctica,Antarctica,85.55,10-100g,L5,Found,-72.0,26.0
Asuka 880781,20th Century,1988.0,H4,Antarctica,Antarctica,81.84999999999998,10-100g,H4,Found,-72.0,26.0
Asuka 880782,20th Century,1988.0,H4,Antarctica,Antarctica,58.28,10-100g,H4,Found,-72.0,26.0
Asuka 880784,20th Century,1988.0,Ureilite,Antarctica,Antarctica,44.23,10-100g,ACHONDRITE,Found,-72.0,26.0
Asuka 880785,20th Century,1988.0,Diogenite,Antarctica,Antarctica,52.73,10-100g,ACHONDRITE,Found,-72.0,26.0
Asuka 880786,20th Century,1988.0,H4,Antarctica,Antarctica,47.05,10-100g,H4,Found,-72.0,26.0
Asuka 880788,20th Century,1988.0,H3.8,Antarctica,Antarctica,220.13,100-1kg,H3,Found,-72.0,26.0
Asuka 880789,20th Century,1988.0,H4,Antarctica,Antarctica,61.55,10-100g,H4,Found,-72.0,26.0
Asuka 880790,20th Century,1988.0,H4,Antarctica,Antarctica,40.61,10-100g,H4,Found,-72.0,26.0
Asuka 880791,20th Century,1988.0,H4,Antarctica,Antarctica,27.03,10-100g,H4,Found,-72.0,26.0
Asuka 880792,20th Century,1988.0,H6,Antarctica,Antarctica,28.75,10-100g,H6,Found,-72.0,26.0
Asuka 880793,20th Century,1988.0,H3.6,Antarctica,Antarctica,67.01,10-100g,H3,Found,-72.0,26.0
Asuka 880794,20th Century,1988.0,H4,Antarctica,Antarctica,27.98,10-100g,H4,Found,-72.0,26.0
Asuka 880795,20th Century,1988.0,LL3.8,Antarctica,Antarctica,27.92,10-100g,L3,Found,-72.0,26.0
Asuka 880796,20th Century,1988.0,H5,Antarctica,Antarctica,43.15,10-100g,H5,Found,-72.0,26.0
Asuka 880797,20th Century,1988.0,H5,Antarctica,Antarctica,43.29,10-100g,H5,Found,-72.0,26.0
Asuka 880798,20th Century,1988.0,H4,Antarctica,Antarctica,25.59,10-100g,H4,Found,-72.0,26.0
Asuka 880799,20th Century,1988.0,H4,Antarctica,Antarctica,21.85,10-100g,H4,Found,-72.0,26.0
Asuka 880800,20th Century,1988.0,H4,Antarctica,Antarctica,51.53,10-100g,H4,Found,-72.0,26.0
Asuka 880801,20th Century,1988.0,H4,Antarctica,Antarctica,13.47,10-100g,H4,Found,-72.0,26.0
Asuka 880802,20th Century,1988.0,H5,Antarctica,Antarctica,51.98,10-100g,H5,Found,-72.0,26.0
Asuka 880803,20th Century,1988.0,H6,Antarctica,Antarctica,28.19,10-100g,H6,Found,-72.0,26.0
Asuka 880804,20th Century,1988.0,H5,Antarctica,Antarctica,34.55,10-100g,H5,Found,-72.0,26.0
Asuka 880805,20th Century,1988.0,H4,Antarctica,Antarctica,48.57,10-100g,H4,Found,-72.0,26.0
Asuka 880806,20th Century,1988.0,H4,Antarctica,Antarctica,48.31,10-100g,H4,Found,-72.0,26.0
Asuka 880807,20th Century,1988.0,H4,Antarctica,Antarctica,52.71,10-100g,H4,Found,-72.0,26.0
Asuka 880808,20th Century,1988.0,H4,Antarctica,Antarctica,121.66,100-1kg,H4,Found,-72.0,26.0
Asuka 880809,20th Century,1988.0,H4-6,Antarctica,Antarctica,54.1,10-100g,H4,Found,-72.0,26.0
Asuka 880810,20th Century,1988.0,H4,Antarctica,Antarctica,40.39,10-100g,H4,Found,-72.0,26.0
Asuka 880811,20th Century,1988.0,H5,Antarctica,Antarctica,36.75,10-100g,H5,Found,-72.0,26.0
Asuka 880812,20th Century,1988.0,H5,Antarctica,Antarctica,16.94,10-100g,H5,Found,-72.0,26.0
Asuka 880813,20th Century,1988.0,H4,Antarctica,Antarctica,34.72,10-100g,H4,Found,-72.0,26.0
Asuka 880814,20th Century,1988.0,H5,Antarctica,Antarctica,79.34,10-100g,H5,Found,-72.0,26.0
Asuka 880815,20th Century,1988.0,L6,Antarctica,Antarctica,40.53,10-100g,L6,Found,-72.0,26.0
Asuka 880816,20th Century,1988.0,L6,Antarctica,Antarctica,118.34,100-1kg,L6,Found,-72.0,26.0
Asuka 880817,20th Century,1988.0,H5,Antarctica,Antarctica,36.59,10-100g,H5,Found,-72.0,26.0
Asuka 880818,20th Century,1988.0,H6,Antarctica,Antarctica,37.57,10-100g,H6,Found,-72.0,26.0
Asuka 880819,20th Century,1988.0,H5,Antarctica,Antarctica,18.52,10-100g,H5,Found,-72.0,26.0
Asuka 880820,20th Century,1988.0,L3.7,Antarctica,Antarctica,19.55,10-100g,L3,Found,-72.0,26.0
Asuka 880821,20th Century,1988.0,H4,Antarctica,Antarctica,12.57,10-100g,H4,Found,-72.0,26.0
Asuka 880822,20th Century,1988.0,H5,Antarctica,Antarctica,35.8,10-100g,H5,Found,-72.0,26.0
