name,year_period,year,recclass,continent,country,mass_cleaned,mass_bin,recclass_clean,fall,reclat,reclong
Asuka 880823,20th Century,1988.0,H4-6,Antarctica,Antarctica,14.73,10-100g,H4,Found,-72.0,26.0
Asuka 880825,20th Century,1988.0,LL6,Antarctica,Antarctica,49.9,10-100g,L6,Found,-72.0,26.0
Asuka 880826,20th Century,1988.0,H5,Antarctica,Antarctica,294.85,100-1kg,H5,Found,-72.0,26.0
Asuka 880828,20th Century,1988.0,H5,Antarctica,Antarctica,27.29,10-100g,H5,Found,-72.0,26.0
Asuka 880829,20th Century,1988.0,H4,Antarctica,Antarctica,126.69,100-1kg,H4,Found,-72.0,26.0
Asuka 880830,20th Century,1988.0,H5,Antarctica,Antarctica,37.56,10-100g,H5,Found,-72.0,26.0
Asuka 880831,20th Century,1988.0,H5,Antarctica,Antarctica,83.18,10-100g,H5,Found,-72.0,26.0
Asuka 880832,20th Century,1988.0,H5,Antarctica,Antarctica,279.34,100-1kg,H5,Found,-72.0,26.0
Asuka 880833,20th Century,1988.0,LL3.8,Antarctica,Antarctica,29.32,10-100g,L3,Found,-72.0,26.0
Asuka 880834,20th Century,1988.0,H5,Antarctica,Antarctica,21.32,10-100g,H5,Found,-72.0,26.0
Asuka 880835,20th Century,1988.0,CV3,Antarctica,Antarctica,58.48,10-100g,CARBONACEOUS,Found,-72.0,26.0
Asuka 880836,20th Century,1988.0,L5,Antarctica,Antarctica,53.12,10-100g,L5,Found,-72.0,26.0
Asuka 880837,20th Century,1988.0,H4,Antarctica,Antarctica,19.81,10-100g,H4,Found,-72.0,26.0
Asuka 880838,20th Century,1988.0,L5,Antarctica,Antarctica,124.34,100-1kg,L5,Found,-72.0,26.0
Asuka 880839,20th Century,1988.0,H5,Antarctica,Antarctica,131.6,100-1kg,H5,Found,-72.0,26.0
Asuka 880840,20th Century,1988.0,H3.7,Antarctica,Antarctica,60.92,10-100g,H3,Found,-72.0,26.0
Asuka 880841,20th Century,1988.0,H4,Antarctica,Antarctica,86.63,10-100g,H4,Found,-72.0,26.0
Asuka 880842,20th Century,1988.0,H5,Antarctica,Antarctica,27.49,10-100g,H5,Found,-72.0,26.0
Asuka 880843,20th Century,1988.0,L6,Antarctica,Antarctica,15.6,10-100g,L6,Found,-72.0,26.0
Asuka 880844,20th Century,1988.0,H7,Antarctica,Antarctica,48.53,10-100g,OTHER,Found,-72.0,26.0
Asuka 880845,20th Century,1988.0,LL6,Antarctica,Antarctica,44.71,10-100g,L6,Found,-72.0,26.0
Asuka 880846,20th Century,1988.0,H5,Antarctica,Antarctica,33.62,10-100g,H5,Found,-72.0,26.0
Asuka 880847,20th Century,1988.0,H4,Antarctica,Antarctica,19.51,10-100g,H4,Found,-72.0,26.0
Asuka 880848,20th Century,1988.0,H4,Antarctica,Antarctica,74.41,10-100g,H4,Found,-72.0,26.0
Asuka 880849,20th Century,1988.0,CO3,Antarctica,Antarctica,31.97,10-100g,CARBONACEOUS,Found,-72.0,26.0
Asuka 880850,20th Century,1988.0,LL6,Antarctica,Antarctica,56.75,10-100g,L6,Found,-72.0,26.0
Asuka 880851,20th Century,1988.0,H4,Antarctica,Antarctica,40.91,10-100g,H4,Found,-72.0,26.0
Asuka 880852,20th Century,1988.0,H,Antarctica,Antarctica,140.65,100-1kg,OTHER,Found,-72.0,26.0
Asuka 880853,20th Century,1988.0,H6,Antarctica,Antarctica,133.84,100-1kg,H6,Found,-72.0,26.0
Asuka 880854,20th Century,1988.0,H5,Antarctica,Antarctica,81.73999999999998,10-100g,H5,Found,-72.0,26.0
Asuka 880855,20th Century,1988.0,H4,Antarctica,Antarctica,118.61,100-1kg,H4,Found,-72.0,26.0
Asuka 880856,20th Century,1988.0,L6,Antarctica,Antarctica,389.21,100-1kg,L6,Found,-72.0,26.0
Asuka 880857,20th Century,1988.0,L4,Antarctica,Antarctica,90.72,10-100g,L4,Found,-72.0,26.0
Asuka 880858,20th Century,1988.0,H4,Antarctica,Antarctica,40.77,10-100g,H4,Found,-72.0,26.0
Asuka 880859,20th Century,1988.0,H5,Antarctica,Antarctica,29.25,10-100g,H5,Found,-72.0,26.0
Asuka 880860,20th Century,1988.0,H4,Antarctica,Antarctica,20.55,10-100g,H4,Found,-72.0,26.0
Asuka 880862,20th Century,1988.0,H5,Antarctica,Antarctica,35.91,10-100g,H5,Found,-72.0,26.0
Asuka 880863,20th Century,1988.0,H3.7,Antarctica,Antarctica,19.3,10-100g,H3,Found,-72.0,26.0
Asuka 880864,20th Century,1988.0,H4,Antarctica,Antarctica,56.65,10-100g,H4,Found,-72.0,26.0
Asuka 880865,20th Century,1988.0,H4,Antarctica,Antarctica,25.41,10-100g,H4,Found,-72.0,26.0
Asuka 880866,20th Century,1988.0,H5,Antarctica,Antarctica,24.84,10-100g,H5,Found,-72.0,26.0
Asuka 880867,20th Century,1988.0,H5,Antarctica,Antarctica,38.6,10-100g,H5,Found,-72.0,26.0
Asuka 880868,20th Century,1988.0,H6,Antarctica,Antarctica,3.34,1-10g,H6,Found,-72.0,26.0
Asuka 880869,20th Century,1988.0,H3.8,Antarctica,Antarctica,114.34,100-1kg,H3,Found,-72.0,26.0
Asuka 880870,20th Century,1988.0,L3.6,Antarctica,Antarctica,71.69,10-100g,L3,Found,-72.0,26.0
Asuka 880871,20th Century,1988.0,H5,Antarctica,Antarctica,52.58,10-100g,H5,Found,-72.0,26.0
Asuka 880874,20th Century,1988.0,H4,Antarctica,Antarctica,35.84,10-100g,H4,Found,-72.0,26.0
Asuka 880875,20th Century,1988.0,H4,Antarctica,Antarctica,96.7,10-100g,H4,Found,-72.0,26.0
Asuka 880876,20th Century,1988.0,H6,Antarctica,Antarctica,17.74,10-100g,H6,Found,-72.0,26.0
Asuka 880877,20th Century,1988.0,H4,Antarctica,Antarctica,40.24,10-100g,H4,Found,-72.0,26.0
Asuka 880878,20th Century,1988.0,H5,Antarctica,Antarctica,30.82,10-100g,H5,Found,-72.0,26.0
Asuka 880879,20th Century,1988.0,H4,Antarctica,Antarctica,10.24,10-100g,H4,Found,-72.0,26.0
Asuka 880880,20th Century,1988.0,H4,Antarctica,Antarctica,109.62,100-1kg,H4,Found,-72.0,26.0
Asuka 880881,20th Century,1988.0,H4,Antarctica,Antarctica,21.59,10-100g,H4,Found,-72.0,26.0
Asuka 880882,20th Century,1988.0,H4,Antarctica,Antarctica,58.26,10-100g,H4,Found,-72.0,26.0
Asuka 880883,20th Century,1988.0,LL6,Antarctica,Antarctica,19.44,10-100g,L6,Found,-72.0,26.0
Asuka 880884,20th Century,1988.0,H4,Antarctica,Antarctica,53.0,10-100g,H4,Found,-72.0,26.0
Asuka 880885,20th Century,1988.0,H4,Antarctica,Antarctica,83.89,10-100g,H4,Found,-72.0,26.0
Asuka 880886,20th Century,1988.0,H4-6,Antarctica,Antarctica,47.34,10-100g,H4,Found,-72.0,26.0
Asuka 880887,20th Century,1988.0,H5,Antarctica,Antarctica,44.11,10-100g,H5,Found,-72.0,26.0
Asuka 880888,20th Century,1988.0,H4,Antarctica,Antarctica,20.47,10-100g,H4,Found,-72.0,26.0
Asuka 880889,20th Century,1988.0,H4,Antarctica,Antarctica,27.97,10-100g,H4,Found,-72.0,26.0
Asuka 880890,20th Century,1988.0,H4,Antarctica,Antarctica,28.12,10-100g,H4,Found,-72.0,26.0
Asuka 880891,20th Century,1988.0,H4,Antarctica,Antarctica,10.87,10-100g,H4,Found,-72.0,26.0
Asuka 880892,20th Century,1988.0,LL6,Antarctica,Antarctica,36.89,10-100g,L6,Found,-72.0,26.0
Asuka 880893,20th Century,1988.0,H5,Antarctica,Antarctica,18.1,10-100g,H5,Found,-72.0,26.0
Asuka 880894,20th Century,1988.0,L5,Antarctica,Antarctica,32.42,10-100g,L5,Found,-72.0,26.0
Asuka 880896,20th Century,1988.0,H5,Antarctica,Antarctica,52.12,10-100g,H5,Found,-72.0,26.0
Asuka 880900,20th Century,1988.0,H4,Antarctica,Antarctica,22.0,10-100g,H4,Found,-72.0,26.0
Asuka 880901,20th Century,1988.0,H3.7,Antarctica,Antarctica,12.14,10-100g,H3,Found,-72.0,26.0
Asuka 880903,20th Century,1988.0,H4,Antarctica,Antarctica,13.24,10-100g,H4,Found,-72.0,26.0
Asuka 880905,20th Century,1988.0,H5,Antarctica,Antarctica,41.2,10-100g,H5,Found,-72.0,26.0
Asuka 880906,20th Century,1988.0,LL6,Antarctica,Antarctica,21.07,10-100g,L6,Found,-72.0,26.0
Asuka 880907,20th Century,1988.0,H5,Antarctica,Antarctica,49.73,10-100g,H5,Found,-72.0,26.0
Asuka 880908,20th Century,1988.0,L3.7,Antarctica,Antarctica,50.46,10-100g,L3,Found,-72.0,26.0
Asuka 880909,20th Century,1988.0,EH3,Antarctica,Antarctica,20.01,10-100g,H3,Found,-72.0,26.0
Asuka 880911,20th Century,1988.0,H5,Antarctica,Antarctica,36.25,10-100g,H5,Found,-72.0,26.0
Asuka 880913,20th Century,1988.0,L6,Antarctica,Antarctica,57.72,10-100g,L6,Found,-72.0,26.0
Asuka 880914,20th Century,1988.0,H4,Antarctica,Antarctica,23.53,10-100g,H4,Found,-72.0,26.0
Asuka 880916,20th Century,1988.0,H3.3,Antarctica,Antarctica,15.87,10-100g,H3,Found,-72.0,26.0
Asuka 880917,20th Century,1988.0,H4,Antarctica,Antarctica,58.91,10-100g,H4,Found,-72.0,26.0
Asuka 880918,20th Century,1988.0,H4,Antarctica,Antarctica,294.9,100-1kg,H4,Found,-72.0,26.0
Asuka 880919,20th Century,1988.0,L6,Antarctica,Antarctica,39.78,10-100g,L6,Found,-72.0,26.0
Asuka 880920,20th Century,1988.0,LL6,Antarctica,Antarctica,19.19,10-100g,L6,Found,-72.0,26.0
Asuka 880921,20th Century,1988.0,H,Antarctica,Antarctica,40.63,10-100g,OTHER,Found,-72.0,26.0
Asuka 880923,20th Century,1988.0,H4,Antarctica,Antarctica,20.58,10-100g,H4,Found,-72.0,26.0
Asuka 880924,20th Century,1988.0,H4,Antarctica,Antarctica,140.16,100-1kg,H4,Found,-72.0,26.0
Asuka 880925,20th Century,1988.0,H3.7,Antarctica,Antarctica,56.07,10-100g,H3,Found,-72.0,26.0
Asuka 880926,20th Century,1988.0,H4,Antarctica,Antarctica,82.47,10-100g,H4,Found,-72.0,26.0
Asuka 880930,20th Century,1988.0,H3.7,Antarctica,Antarctica,52.21,10-100g,H3,Found,-72.0,26.0
Asuka 880931,20th Century,1988.0,H5,Antarctica,Antarctica,18.44,10-100g,H5,Found,-72.0,26.0
Asuka 880932,20th Century,1988.0,H4,Antarctica,Antarctica,12.11,10-100g,H4,Found,-72.0,26.0
Asuka 880933,20th Century,1988.0,LL7,Antarctica,Antarctica,35.05,10-100g,OTHER,Found,-72.0,26.0
Asuka 880934,20th Century,1988.0,L5,Antarctica,Antarctica,44.83,10-100g,L5,Found,-72.0,26.0
Asuka 880935,20th Century,1988.0,L6,Antarctica,Antarctica,27.78,10-100g,L6,Found,-72.0,26.0
Asuka 880936,20th Century,1988.0,Diogenite,Antarctica,Antarctica,39.46,10-100g,ACHONDRITE,Found,-72.0,26.0
Asuka 880938,20th Century,1988.0,L3.5,Antarctica,Antarctica,388.82,100-1kg,L3,Found,-72.0,26.0
Asuka 880939,20th Century,1988.0,H4,Antarctica,Antarctica,23.91,10-100g,H4,Found,-72.0,26.0
Asuka 880941,20th Century,1988.0,H3.3,Antarctica,Antarctica,37.82,10-100g,H3,Found,-72.0,26.0
Asuka 880943,20th Century,1988.0,H6,Antarctica,Antarctica,21.0,10-100g,H6,Found,-72.0,26.0
Asuka 880944,20th Century,1988.0,H5,Antarctica,Antarctica,30.77,10-100g,H5,Found,-72.0,26.0
Asuka 880945,20th Century,1988.0,H4,Antarctica,Antarctica,21.83,10-100g,H4,Found,-72.0,26.0
Asuka 880946,20th Century,1988.0,H4,Antarctica,Antarctica,15.88,10-100g,H4,Found,-72.0,26.0
Asuka 880947,20th Century,1988.0,H4,Antarctica,Antarctica,25.3,10-100g,H4,Found,-72.0,26.0
Asuka 880948,20th Century,1988.0,H4,Antarctica,Antarctica,73.56,10-100g,H4,Found,-72.0,26.0
Asuka 880949,20th Century,1988.0,H4,Antarctica,Antarctica,15.64,10-100g,H4,Found,-72.0,26.0
Asuka 880951,20th Century,1988.0,H3.8,Antarctica,Antarctica,52.86,10-100g,H3,Found,-72.0,26.0
Asuka 880953,20th Century,1988.0,H4,Antarctica,Antarctica,32.36,10-100g,H4,Found,-72.0,26.0
Asuka 880954,20th Century,1988.0,LL6,Antarctica,Antarctica,23.31,10-100g,L6,Found,-72.0,26.0
Asuka 880956,20th Century,1988.0,H3.7-6,Antarctica,Antarctica,97.8,10-100g,H3,Found,-72.0,26.0
Asuka 880959,20th Century,1988.0,H4,Antarctica,Antarctica,16.72,10-100g,H4,Found,-72.0,26.0
Asuka 880960,20th Century,1988.0,LL4-6,Antarctica,Antarctica,21.86,10-100g,L4,Found,-72.0,26.0
Asuka 880961,20th Century,1988.0,H4,Antarctica,Antarctica,71.89,10-100g,H4,Found,-72.0,26.0
Asuka 880962,20th Century,1988.0,H4,Antarctica,Antarctica,39.47,10-100g,H4,Found,-72.0,26.0
Asuka 880966,20th Century,1988.0,H3.7,Antarctica,Antarctica,35.1,10-100g,H3,Found,-72.0,26.0
Asuka 880967,20th Century,1988.0,H5,Antarctica,Antarctica,15.22,10-100g,H5,Found,-72.0,26.0
Asuka 880968,20th Century,1988.0,H4,Antarctica,Antarctica,65.09,10-100g,H4,Found,-72.0,26.0
Asuka 880969,20th Century,1988.0,H6,Antarctica,Antarctica,16.62,10-100g,H6,Found,-72.0,26.0
Asuka 880970,20th Century,1988.0,H4,Antarctica,Antarctica,16.69,10-100g,H4,Found,-72.0,26.0
Asuka 880971,20th Century,1988.0,L5,Antarctica,Antarctica,21.44,10-100g,L5,Found,-72.0,26.0
Asuka 880972,20th Century,1988.0,L6,Antarctica,Antarctica,10.83,10-100g,L6,Found,-72.0,26.0
Asuka 880973,20th Century,1988.0,H3.6,Antarctica,Antarctica,19.84,10-100g,H3,Found,-72.0,26.0
Asuka 880974,20th Century,1988.0,H5,Antarctica,Antarctica,14.73,10-100g,H5,Found,-72.0,26.0
Asuka 880975,20th Century,1988.0,L6,Antarctica,Antarctica,387.33,100-1kg,L6,Found,-72.0,26.0
Asuka 880977,20th Century,1988.0,H,Antarctica,Antarctica,247.02,100-1kg,OTHER,Found,-72.0,26.0
Asuka 880978,20th Century,1988.0,H5,Antarctica,Antarctica,34.38,10-100g,H5,Found,-72.0,26.0
Asuka 880979,20th Century,1988.0,L6,Antarctica,Antarctica,48.82,10-100g,L6,Found,-72.0,26.0
Asuka 880980,20th Century,1988.0,H,Antarctica,Antarctica,678.49,100-1kg,OTHER,Found,-72.0,26.0
Asuka 880981,20th Century,1988.0,H4,Antarctica,Antarctica,31.62,10-100g,H4,Found,-72.0,26.0
Asuka 880982,20th Century,1988.0,H4,Antarctica,Antarctica,25.71,10-100g,H4,Found,-72.0,26.0
Asuka 880983,20th Century,1988.0,H,Antarctica,Antarctica,77.92,10-100g,OTHER,Found,-72.0,26.0
Asuka 880984,20th Century,1988.0,H4,Antarctica,Antarctica,47.49,10-100g,H4,Found,-72.0,26.0
Asuka 880985,20th Century,1988.0,H4,Antarctica,Antarctica,26.99,10-100g,H4,Found,-72.0,26.0
Asuka 880986,20th Century,1988.0,H4,Antarctica,Antarctica,70.98,10-100g,H4,Found,-72.0,26.0
Asuka 880987,20th Century,1988.0,H5,Antarctica,Antarctica,100.52,100-1kg,H5,Found,-72.0,26.0
Asuka 880988,20th Century,1988.0,H4,Antarctica,Antarctica,30.68,10-100g,H4,Found,-72.0,26.0
Asuka 880989,20th Century,1988.0,H4,Antarctica,Antarctica,24.13,10-100g,H4,Found,-72.0,26.0
Asuka 880990,20th Century,1988.0,H5,Antarctica,Antarctica,59.03,10-100g,H5,Found,-72.0,26.0
Asuka 880992,20th Century,1988.0,H4,Antarctica,Antarctica,68.31,10-100g,H4,Found,-72.0,26.0
Asuka 880993,20th Century,1988.0,H4,Antarctica,Antarctica,52.12,10-100g,H4,Found,-72.0,26.0
Asuka 880994,20th Century,1988.0,H4,Antarctica,Antarctica,63.52,10-100g,H4,Found,-72.0,26.0
Asuka 880995,20th Century,1988.0,LL,Antarctica,Antarctica,176.84,100-1kg,OTHER,Found,-72.0,26.0
Asuka 880996,20th Century,1988.0,L6,Antarctica,Antarctica,227.81,100-1kg,L6,Found,-72.0,26.0
Asuka 880997,20th Century,1988.0,L6,Antarctica,Antarctica,201.02,100-1kg,L6,Found,-72.0,26.0
Asuka 880998,20th Century,1988.0,H4,Antarctica,Antarctica,72.04,10-100g,H4,Found,-72.0,26.0
Asuka 880999,20th Century,1988.0,H4,Antarctica,Antarctica,1591.18,1-10kg,H4,Found,-72.0,26.0
Asuka 881000,20th Century,1988.0,L6,Antarctica,Antarctica,848.86,100-1kg,L6,Found,-72.0,26.0
Asuka 881001,20th Century,1988.0,LL6,Antarctica,Antarctica,54.24,10-100g,L6,Found,-72.0,26.0
Asuka 881002,20th Century,1988.0,L6,Antarctica,Antarctica,226.98,100-1kg,L6,Found,-72.0,26.0
Asuka 881003,20th Century,1988.0,L6,Antarctica,Antarctica,109.46,100-1kg,L6,Found,-72.0,26.0
Asuka 881004,20th Century,1988.0,H4,Antarctica,Antarctica,30.25,10-100g,H4,Found,-72.0,26.0
Asuka 881005,20th Century,1988.0,H4,Antarctica,Antarctica,71.54,10-100g,H4,Found,-72.0,26.0
Asuka 881006,20th Century,1988.0,H4,Antarctica,Antarctica,461.09,100-1kg,H4,Found,-72.0,26.0
Asuka 881007,20th Century,1988.0,H4,Antarctica,Antarctica,117.49,100-1kg,H4,Found,-72.0,26.0
Asuka 881008,20th Century,1988.0,H4,Antarctica,Antarctica,64.69,10-100g,H4,Found,-72.0,26.0
Asuka 881009,20th Century,1988.0,H4,Antarctica,Antarctica,112.67,100-1kg,H4,Found,-72.0,26.0
Asuka 881011,20th Century,1988.0,H4,Antarctica,Antarctica,242.58,100-1kg,H4,Found,-72.0,26.0
Asuka 881012,20th Century,1988.0,H6,Antarctica,Antarctica,95.17,10-100g,H6,Found,-72.0,26.0
Asuka 881013,20th Century,1988.0,L6,Antarctica,Antarctica,166.8,100-1kg,L6,Found,-72.0,26.0
Asuka 881014,20th Century,1988.0,L5,Antarctica,Antarctica,172.76,100-1kg,L5,Found,-72.0,26.0
Asuka 881015,20th Century,1988.0,LL,Antarctica,Antarctica,627.72,100-1kg,OTHER,Found,-72.0,26.0
Asuka 881016,20th Century,1988.0,L6,Antarctica,Antarctica,54.41,10-100g,L6,Found,-72.0,26.0
Asuka 881017,20th Century,1988.0,L5,Antarctica,Antarctica,825.36,100-1kg,L5,Found,-72.0,26.0
Asuka 881018,20th Century,1988.0,H4,Antarctica,Antarctica,331.09,100-1kg,H4,Found,-72.0,26.0
Asuka 881019,20th Century,1988.0,L6,Antarctica,Antarctica,40.21,10-100g,L6,Found,-72.0,26.0
Asuka 881020,20th Century,1988.0,CH3,Antarctica,Antarctica,52.12,10-100g,H3,Found,-72.0,26.0
Asuka 881021,20th Century,1988.0,LL,Antarctica,Antarctica,224.72,100-1kg,OTHER,Found,-72.0,26.0
Asuka 881022,20th Century,1988.0,H4,Antarctica,Antarctica,55.68,10-100g,H4,Found,-72.0,26.0
Asuka 881023,20th Century,1988.0,H5,Antarctica,Antarctica,201.32,100-1kg,H5,Found,-72.0,26.0
Asuka 881024,20th Century,1988.0,E6,Antarctica,Antarctica,13.81,10-100g,OTHER,Found,-72.0,26.0
Asuka 881025,20th Century,1988.0,H5,Antarctica,Antarctica,70.55,10-100g,H5,Found,-72.0,26.0
Asuka 881026,20th Century,1988.0,H3.0,Antarctica,Antarctica,112.9,100-1kg,H3,Found,-72.0,26.0
Asuka 881027,20th Century,1988.0,H6,Antarctica,Antarctica,19.91,10-100g,H6,Found,-72.0,26.0
Asuka 881028,20th Century,1988.0,H5,Antarctica,Antarctica,68.81,10-100g,H5,Found,-72.0,26.0
Asuka 881030,20th Century,1988.0,L6,Antarctica,Antarctica,11.95,10-100g,L6,Found,-72.0,26.0
Asuka 881031,20th Century,1988.0,H5,Antarctica,Antarctica,49.25,10-100g,H5,Found,-72.0,26.0
Asuka 881032,20th Century,1988.0,L6,Antarctica,Antarctica,14.62,10-100g,L6,Found,-72.0,26.0
Asuka 881033,20th Century,1988.0,LL3,Antarctica,Antarctica,155.59,100-1kg,L3,Found,-72.0,26.0
Asuka 881034,20th Century,1988.0,H4,Antarctica,Antarctica,45.66,10-100g,H4,Found,-72.0,26.0
Asuka 881035,20th Century,1988.0,H4,Antarctica,Antarctica,22.03,10-100g,H4,Found,-72.0,26.0
Asuka 881036,20th Century,1988.0,L5,Antarctica,Antarctica,732.82,100-1kg,L5,Found,-72.0,26.0
Asuka 881037,20th Century,1988.0,H5,Antarctica,Antarctica,437.54,100-1kg,H5,Found,-72.0,26.0
Asuka 881038,20th Century,1988.0,L6,Antarctica,Antarctica,89.0,10-100g,L6,Found,-72.0,26.0
Asuka 881039,20th Century,1988.0,H4,Antarctica,Antarctica,138.75,100-1kg,H4,Found,-72.0,26.0
Asuka 881040,20th Century,1988.0,H4,Antarctica,Antarctica,45.35,10-100g,H4,Found,-72.0,26.0
Asuka 881041,20th Century,1988.0,H4,Antarctica,Antarctica,57.73,10-100g,H4,Found,-72.0,26.0
Asuka 881042,20th Century,1988.0,H4,Antarctica,Antarctica,227.94,100-1kg,H4,Found,-72.0,26.0
Asuka 881043,20th Century,1988.0,H,Antarctica,Antarctica,390.47,100-1kg,OTHER,Found,-72.0,26.0
Asuka 881044,20th Century,1988.0,L5,Antarctica,Antarctica,379.08,100-1kg,L5,Found,-72.0,26.0
Asuka 881045,20th Century,1988.0,L6,Antarctica,Antarctica,99.6,10-100g,L6,Found,-72.0,26.0
Asuka 881046,20th Century,1988.0,H4,Antarctica,Antarctica,91.38,10-100g,H4,Found,-72.0,26.0
Asuka 881047,20th Century,1988.0,H4,Antarctica,Antarctica,38.7,10-100g,H4,Found,-72.0,26.0
Asuka 881049,20th Century,1988.0,H4,Antarctica,Antarctica,21.79,10-100g,H4,Found,-72.0,26.0
Asuka 881051,20th Century,1988.0,H4,Antarctica,Antarctica,54.8,10-100g,H4,Found,-72.0,26.0
Asuka 881052,20th Century,1988.0,L6,Antarctica,Antarctica,130.07,100-1kg,L6,Found,-72.0,26.0
Asuka 881053,20th Century,1988.0,H4,Antarctica,Antarctica,45.06,10-100g,H4,Found,-72.0,26.0
Asuka 881054,20th Century,1988.0,H6,Antarctica,Antarctica,65.84,10-100g,H6,Found,-72.0,26.0
Asuka 881055,20th Century,1988.0,H4,Antarctica,Antarctica,74.56999999999998,10-100g,H4,Found,-72.0,26.0
Asuka 881057,20th Century,1988.0,H5,Antarctica,Antarctica,182.01,100-1kg,H5,Found,-72.0,26.0
Asuka 881058,20th Century,1988.0,H4,Antarctica,Antarctica,393.47,100-1kg,H4,Found,-72.0,26.0
Asuka 881059,20th Century,1988.0,H4,Antarctica,Antarctica,962.5,100-1kg,H4,Found,-72.0,26.0
Asuka 881061,20th Century,1988.0,H4,Antarctica,Antarctica,1244.18,1-10kg,H4,Found,-72.0,26.0
Asuka 881062,20th Century,1988.0,H4,Antarctica,Antarctica,91.49,10-100g,H4,Found,-72.0,26.0
Asuka 881063,20th Century,1988.0,H6,Antarctica,Antarctica,78.86,10-100g,H6,Found,-72.0,26.0
Asuka 881064,20th Century,1988.0,L6,Antarctica,Antarctica,53.29,10-100g,L6,Found,-72.0,26.0
Asuka 881065,20th Century,1988.0,H5,Antarctica,Antarctica,41.74,10-100g,H5,Found,-72.0,26.0
Asuka 881066,20th Century,1988.0,H,Antarctica,Antarctica,144.68,100-1kg,OTHER,Found,-72.0,26.0
Asuka 881067,20th Century,1988.0,L6,Antarctica,Antarctica,627.34,100-1kg,L6,Found,-72.0,26.0
Asuka 881068,20th Century,1988.0,H4,Antarctica,Antarctica,23.84,10-100g,H4,Found,-72.0,26.0
Asuka 881069,20th Century,1988.0,H3.7,Antarctica,Antarctica,32.75,10-100g,H3,Found,-72.0,26.0
Asuka 881070,20th Century,1988.0,Eucrite-br,Antarctica,Antarctica,57.96,10-100g,ACHONDRITE,Found,-72.0,26.0
Asuka 881071,20th Century,1988.0,H4,Antarctica,Antarctica,52.07,10-100g,H4,Found,-72.0,26.0
Asuka 881072,20th Century,1988.0,H,Antarctica,Antarctica,87.38,10-100g,OTHER,Found,-72.0,26.0
Asuka 881073,20th Century,1988.0,H5,Antarctica,Antarctica,3437.0,1-10kg,H5,Found,-72.0,26.0
Asuka 881074,20th Century,1988.0,L5,Antarctica,Antarctica,111.53,100-1kg,L5,Found,-72.0,26.0
Asuka 881075,20th Century,1988.0,H,Antarctica,Antarctica,1015.56,1-10kg,OTHER,Found,-72.0,26.0
Asuka 881076,20th Century,1988.0,H4,Antarctica,Antarctica,107.71,100-1kg,H4,Found,-72.0,26.0
Asuka 881077,20th Century,1988.0,LL3.6,Antarctica,Antarctica,136.44,100-1kg,L3,Found,-72.0,26.0
Asuka 881078,20th Century,1988.0,H4,Antarctica,Antarctica,58.95,10-100g,H4,Found,-72.0,26.0
Asuka 881079,20th Century,1988.0,L3.8,Antarctica,Antarctica,44.34,10-100g,L3,Found,-72.0,26.0
Asuka 881080,20th Century,1988.0,H3.7,Antarctica,Antarctica,229.36,100-1kg,H3,Found,-72.0,26.0
Asuka 881081,20th Century,1988.0,H4,Antarctica,Antarctica,53.49,10-100g,H4,Found,-72.0,26.0
Asuka 881082,20th Century,1988.0,H4,Antarctica,Antarctica,24.21,10-100g,H4,Found,-72.0,26.0
Asuka 881083,20th Century,1988.0,H3.1,Antarctica,Antarctica,176.27,100-1kg,H3,Found,-72.0,26.0
Asuka 881084,20th Century,1988.0,H5,Antarctica,Antarctica,76.44,10-100g,H5,Found,-72.0,26.0
Asuka 881085,20th Century,1988.0,H4,Antarctica,Antarctica,82.45,10-100g,H4,Found,-72.0,26.0
Asuka 881086,20th Century,1988.0,H4,Antarctica,Antarctica,23.99,10-100g,H4,Found,-72.0,26.0
Asuka 881087,20th Century,1988.0,H4,Antarctica,Antarctica,269.1,100-1kg,H4,Found,-72.0,26.0
Asuka 881088,20th Century,1988.0,L3.2,Antarctica,Antarctica,97.07,10-100g,L3,Found,-72.0,26.0
Asuka 881089,20th Century,1988.0,L6,Antarctica,Antarctica,9.9,1-10g,L6,Found,-72.0,26.0
Asuka 881090,20th Century,1988.0,L3.1,Antarctica,Antarctica,142.79,100-1kg,L3,Found,-72.0,26.0
Asuka 881091,20th Century,1988.0,L6,Antarctica,Antarctica,1049.54,1-10kg,L6,Found,-72.0,26.0
Asuka 881092,20th Century,1988.0,L3,Antarctica,Antarctica,4188.0,1-10kg,L3,Found,-72.0,26.0
Asuka 881093,20th Century,1988.0,H3.7,Antarctica,Antarctica,26.32,10-100g,H3,Found,-72.0,26.0
Asuka 881095,20th Century,1988.0,L5,Antarctica,Antarctica,64.82,10-100g,L5,Found,-72.0,26.0
Asuka 881096,20th Century,1988.0,L3.1,Antarctica,Antarctica,285.52,100-1kg,L3,Found,-72.0,26.0
Asuka 881097,20th Century,1988.0,H4,Antarctica,Antarctica,97.64,10-100g,H4,Found,-72.0,26.0
Asuka 881098,20th Century,1988.0,L6,Antarctica,Antarctica,54.21,10-100g,L6,Found,-72.0,26.0
Asuka 881099,20th Century,1988.0,CO3,Antarctica,Antarctica,98.35,10-100g,CARBONACEOUS,Found,-72.0,26.0
Asuka 881100,20th Century,1988.0,L6,Antarctica,Antarctica,52.01,10-100g,L6,Found,-72.0,26.0
